"FieldName","FieldLabel","DataType","SourceTable","ValueSet"
"INVESTIGATION_STATUS_ASSIGNED_TO","Name of investigator","User","GeneralModel",""
"INVESTIGATION_STATUS_ASSIGNED_TO_PHONE","Phone","String","HepModel",""
"INVESTIGATION_STATUS_DATE","Date assigned","Date","HepModel",""
"INVESTIGATION_STATUS_DATE","Date assigned","Date","GeneralModel",""
"INVESTIGATION_STATUS_DATE","Date assigned","Date","STDModel",""
"INVESTIGATION_STATUS_TIME","Time assigned","Time","STDModel",""
"INVESTIGATION_STATUS_TIME","Time assigned","Time","GeneralModel",""
"INVESTIGATION_STATUS_TIME","Time assigned","Time","HepModel",""
"INVESTIGATOR_COMPLETING_REQUEST","Investigator completing request","String","GeneralModel",""
"IS_PERSON_DEAD","Is the person dead?","Selection","GeneralModel","IS_PERSON_DEAD"
"IS_PERSON_DEAD","Is the person dead?","Selection","HepModel","IS_PERSON_DEAD"
"IS_SCREENING_PARTNER_CASE","Is screening partner submitted case?","Selection","STDModel","IS_SCREENING_PARTNER_CASE"
"IS_SENTINEL_FLU_CASE","Is this a Sentinel Flu Specimen Submission?","Selection","GeneralModel","IS_SENTINEL_FLU_CASE"
"IS_THE_PATIENT_OUT_OF_ISOLATION","Is the patient out of isolation?","Selection","GeneralModel","IS_THE_PATIENT_OUT_OF_ISOLATION"
"ISLAND","Island","ReferenceCode","GeneralModel","HAWAII_ISLANDS"
"ISLAND","Island","ReferenceCode [HAWAII_ISLANDS]","HepModel","HAWAII_ISLANDS"
"ISO_CNTRL_CASE","Isolation and control","Case","GeneralModel",""
"ISO_CNTRL_CASE","Isolation and control","Case","STDModel",""
"ISO_QUAR_CASE_INSTRUCTIONS","Case instructions","TextArea","STDModel",""
"ISO_QUAR_CASE_INSTRUCTIONS","Case instructions","TextArea","GeneralModel",""
"ISO_QUAR_CASE_INSTRUCTIONS","Case instructions","TextArea","HepModel",""
"ISO_QUAR_CONTACT_INSTRUCTIONS","Contact instructions","TextArea","HepModel",""
"ISO_QUAR_CONTACT_INSTRUCTIONS","Contact instructions","TextArea","GeneralModel",""
"ISO_QUAR_CONTACT_INSTRUCTIONS","Contact instructions","TextArea","STDModel",""
"ISOLATED","Was case isolated?","Selection","GeneralModel","ISOLATED"
"ISOLATED_COMMISSIONER_ORDER","Commissioner's isolation order issued","Selection","GeneralModel","ISOLATED_COMMISSIONER_ORDER"
"ISOLATED_COMMISSIONER_ORDER_DATE","Date of commissioner's isolation order","Date","GeneralModel",""
"ISOLATED_COMMISSIONER_ORDER_NUMBER","Order number","String","GeneralModel",""
"ISOLATED_COMMISSIONER_ORDER_RESCINDED","Commission's isolation order rescinded","Selection","GeneralModel","ISOLATED_COMMISSIONER_ORDER_RESCINDED"
"ISOLATED_COMMISSIONER_ORDER_RESCINDED_DATE","Date commissioner's isolation order rescinded","Date","GeneralModel",""
"ISOLATED_DISPO_DATE","Date of disposition","Date","GeneralModel",""
"ISOLATED_DISPO_TIME","Disposition time (military time)","String","GeneralModel",""
"ISOLATED_DISPOSITION","Isolation disposition","Selection","GeneralModel","ISOLATED_DISPOSITION"
"ISOLATED_DURATION","Recommended duration (days)","Number","GeneralModel",""
"ISOLATED_END_DATE","End date of isolation","Date","GeneralModel",""
"ISOLATED_END_DATE_EBOLA","End date of isolation","Date","GeneralModel",""
"ISOLATED_END_DATE_FINAL","End date of isolation","Date","GeneralModel",""
"ISOLATED_HI_STAFF_RESPONSIBLE","HI staff person performing status check","User","GeneralModel",""
"ISOLATED_LOCATION","Location of isolation","Selection","GeneralModel","ISOLATED_LOCATION"
"ISOLATED_LOCATION_OTHER_DESC","Specify other isolation location","String","GeneralModel",""
"ISOLATED_MONITORED_HI","Isolation monitored by HI","Selection","GeneralModel","ISOLATED_MONITORED_HI"
"ISOLATED_NOTES","Notes on isolation","TextArea","GeneralModel",""
"ISOLATED_START_DATE","Start date of isolation","Date","GeneralModel",""
"ISOLATED_STATUS_CHECK","Isolation status check","Selection","GeneralModel","ISOLATED_STATUS_CHECK"
"ISOLATED_STATUS_CHECK_OTHER_DESC","Specify other status","String","GeneralModel",""
"ISOLATED_TYPE","Type of isolation","Selection","GeneralModel","ISOLATED_TYPE"
"ISOLATED_TYPE_OTHER_DESC","Specify other isolation type","String","GeneralModel",""
"ISOLATION_RELEASE_DATE","Isolation release date","Date","GeneralModel",""
"IX_ADDRESS_TYPE","Address type","Selection","STDModel","IX_ADDRESS_TYPE"
"IX_CITY","City","String","STDModel",""
"IX_COMMENTS","Interview notes Note written by: ${Answer.IX_COMMENTS_USER} Date and time: ${Answer.IX_COMMENTS_TIMESTAMP}","TextArea","STDModel",""
"IX_COMMENTS_TIMESTAMP","Timestamp","String","STDModel",""
"IX_COMMENTS_USER","User","String","STDModel",""
"IX_COUNTRY","Country","String","STDModel",""
"IX_COUNTY","County","String","STDModel",""
"IX_ID","Interview Record ID","String","STDModel",""
"IX_ID_HIDDEN","Interview Record ID (Hidden)","String","STDModel",""
"IX_RESIDENCE_TYPE","Residence type","Selection","STDModel","IX_RESIDENCE_TYPE"
"IX_SOURCE","From which interview was this information elicited?","DynamicList","STDModel",""
"IX_STATE","State","String","STDModel",""
"IX_STREET_ADDRESS_1","Street address","String","STDModel",""
"IX_STREET_ADDRESS_2","Street address 2","String","STDModel",""
"IX_ZIP_CODE","Zip code","String","STDModel",""
"JOB_TYPE","Job Type","ReferenceCode","GeneralModel","Healthcare Job Type"
"JURISDICTION","What state does this case belong to?","String","GeneralModel",""
"JURISDICTION","What state does this case belong to?","String","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION","Was reciprocal notification sent?","Selection","HepModel","JURISDICTION_RECIPROCAL_NOTIFICATION"
"JURISDICTION_RECIPROCAL_NOTIFICATION","Was reciprocal notification sent?","Selection","GeneralModel","JURISDICTION_RECIPROCAL_NOTIFICATION"
"JURISDICTION_RECIPROCAL_NOTIFICATION_DATE","Date sent","Date","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_DATE","Date sent","Date","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE","Reciprocal notification sent where?","Party","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE","Reciprocal notification sent where?","Party","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_CITY","City","String","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_CITY","City","String","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_FAX","Fax","String","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_FAX","Fax","String","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_PHONE","Phone","String","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_PHONE","Phone","String","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_STATE","State","String","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_STATE","State","String","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_STREET1","Street1","String","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_STREET1","Street1","String","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_STREET2","Street2","String","HepModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_STREET2","Street2","String","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_ZIP","Zipcode","String","GeneralModel",""
"JURISDICTION_RECIPROCAL_NOTIFICATION_WHERE_ZIP","Zipcode","String","HepModel",""
"KIDNEY_INJURY","Kidney Injury","Selection","GeneralModel","KIDNEY_INJURY"
"KIDNEY_TREATMENT_OTHER","At diagnosis, were you undergoing other treatments for kidney disease?","Selection","GeneralModel","KIDNEY_TREATMENT_OTHER"
"KNOW_CARRIER_STATUS","Does she know that she is chronically infected with Hep B?","Selection","HepModel","KNOW_CARRIER_STATUS"
"LAB_CLIENT","Draw laboratory","Party","LeadModel",""
"LAB_CONFIRM_DATE","Lab confirmed date","Date","STDModel",""
"LAB_CONFIRM_DATE","Date","Date","HepModel",""
"LAB_CONFIRM_DATE","Date","Date","GeneralModel",""
"LAB_CONFIRMED","Lab confirmed","Selection","GeneralModel","LAB_CONFIRMED"
"LAB_CONFIRMED","Lab confirmed","Selection","HepModel","LAB_CONFIRMED"
"LAB_EXPOSURE","Person fell ill with arboviral illness that was likely acquired due to work with infectious agents in a laboratory setting.","Selection","GeneralModel","LAB_EXPOSURE"
"LAB_FACILITY_QUESTION","Lab Facility:","String","LeadModel",""
"LAB_FACILITY_STATS","Lab Facility","String","LeadModel",""
"LAB_FACILITY_TYPE","LAB_FACILITY_TYPE","String","STDModel",""
"LAB_RECEIVED","Lab report received","Selection","STDModel","LAB_RECEIVED"
"LAB_RECEIVED","Lab report received","Selection","GeneralModel","LAB_RECEIVED"
"LAB_RECEIVED","Lab report received","Selection","HepModel","LAB_RECEIVED"
"LAB_RECEIVED_DATE","Lab report received date","Date","HepModel",""
"LAB_RECEIVED_DATE","Lab report received date","Date","GeneralModel",""
"LAB_RECEIVED_DATE","Lab received date","Date","STDModel",""
"LAB_REPORTER","Analysis laboratory","Party","LeadModel",""
"LAB_REVIEW_COMPLETED","Laboratory review/entry completed","Selection","GeneralModel","LAB_REVIEW_COMPLETED"
"LAB_REVIEW_COMPLETED","Laboratory review/entry completed","Selection","HepModel","LAB_REVIEW_COMPLETED"
"LAB_REVIEW_DATE","Lab review date","Date","HepModel",""
"LAB_REVIEW_DATE","Lab review date","Date","GeneralModel",""
"LAB_REVIEW_DATE_LOCAL","Lab review date (local)?","Date","LeadModel",""
"LAB_REVIEW_DATE_STATE","Lab review date (state)?","Date","LeadModel",""
"LAB_REVIEW_REQUIRED_LOCAL","Lab review required (local)?","Selection","LeadModel","LAB_REVIEW_REQUIRED_LOCAL"
"LAB_REVIEW_REQUIRED_STATE","Lab review required (state)?","Selection","LeadModel","LAB_REVIEW_REQUIRED_STATE"
"LAB_REVIEW_REVIEWER_NAME","Lab reviewer name","String","GeneralModel",""
"LAB_REVIEW_REVIEWER_NAME","Lab reviewer name","String","HepModel",""
"LAB_TESTING_MOTHER","Was lab testing performed for the mother in conjunction with this pregnancy?","Selection","GeneralModel","LAB_TESTING_MOTHER"
"LAB_VALIDATION_DATES","There is a concern because the dates on a lab screen are out of order","Selection","LeadModel","LAB_VALIDATION_DATES"
"LAB_VALIDATION_NUMERIC_RESULT","There is a concern because a result on the lab screen is not numeric","Selection","LeadModel","LAB_VALIDATION_NUMERIC_RESULT"
"LABORATORY_COMMENTS","Comments","TextArea","GeneralModel",""
"LABORATORY_SPECIMEN_DATE","Specimen collection date","Date","GeneralModel",""
"LABORATORY_SPECIMEN_SOURCE","Specimen source","ReferenceCode","GeneralModel","CS_LAB_SPECIMEN_SOURCE"
"LABORATORY_TEST_DATE","Test date","Date","GeneralModel",""
"LABORATORY_TEST_METHOD","Test method","ReferenceCode","GeneralModel","CS_LAB_TEST_METHOD"
"LABORATORY_TEST_NUMERIC_RESULT","Numeric quantitative result of the test(s) performed for this case","Number","GeneralModel",""
"LABORATORY_TEST_NUMERIC_RESULT_UNIT","Unit","ReferenceCode","GeneralModel","CS_LAB_TEST_UNIT"
"LABORATORY_TEST_RESULT","Result","ReferenceCode","GeneralModel","CS_LAB_TEST_INTERPRETATION"
"LABORATORY_TEST_TYPE","Epidemiologic interpretation of the type of test(s) performed for this case","ReferenceCode","GeneralModel","CS_LAB_TEST_TYPE"
"LABORATORY_TESTING","Was laboratory testing done?","Selection","GeneralModel","LABORATORY_TESTING"
"LABORATORY_TYPE","Laboratory type","Selection","GeneralModel","LABORATORY_TYPE"
"LANGUAGE","Language","String","GeneralModel",""
"LANGUAGE_ASSISTANCE_NEEDED","Please specify language needed","String","GeneralModel",""
"LAST_CONTACT_EXPOSURE_INFECTIOIUS_PD_DATE","Date of last exposure to contact during infectious period","Date","GeneralModel",""
"LAST_CONTACT_EXPOSURE_INFECTIOIUS_PD_DATE","Date of last exposure to contact during infectious period","Date","HepModel",""
"LAST_CONTACT_EXPOSURE_INFECTIOIUS_PD_NONE","No exposure during infectious period","Selection [Multiple]","HepModel","LAST_CONTACT_EXPOSURE_INFECTIOIUS_PD_NONE"
"LAST_CONTACT_EXPOSURE_INFECTIOIUS_PD_NONE","No exposure during infectious period","Selection [Multiple]","GeneralModel","LAST_CONTACT_EXPOSURE_INFECTIOIUS_PD_NONE"
"LAST_MENSTRUAL_PERIOD_DATE","Date of last menstrual period prior to delivery","Date","STDModel",""
"last_name","","Text","ids_party",""
"LAST_NAME","Last name","String","LeadModel",""
"LAST_NAME","Last name","String","STDModel",""
"LAST_NAME","Last name","String","HepModel",""
"LAST_NAME","Last name","String","GeneralModel",""
"last_name_upper","","Text","ids_party",""
"LATE_CLINICAL_MANIFESTATIONS","Late Clinical Manifestations","ReferenceCode","STDModel","VLNU"
"LATE_FOLLOW_UP_DATE","Scheduled date of late follow-up:","Date","LeadModel",""
"LATE_FOLLOW_UP_OVER_RIDE","Physician Explicitly Put in Late Venous Follow-Up:","Selection","LeadModel","LATE_FOLLOW_UP_OVER_RIDE"
"LATEST_BLL_DATE_OUTPUT","Latest Result Date","String","LeadModel",""
"LATEST_BLL_OUTPUT","Latest Result","String","LeadModel",""
"LATEST_BLL_TYPE_OUTPUT","Latest Result Type","String","LeadModel",""
"LATEST_CAPILLARY_LEAD_LEVEL","Latest capillary levels","Number","LeadModel",""
"LATEST_CAPILLARY_LEAD_LEVEL_DATE","LATEST_CAPILLARY_LEAD_LEVEL_DATE","Date","LeadModel",""
"LATEST_VENOUS_BLL_DATE_OUTPUT","Date of Latest Venous:","String","LeadModel",""
"LATEST_VENOUS_BLL_OUTPUT","Latest Venous Result:","String","LeadModel",""
"LATEST_VENOUS_BLL_UNDER_5_DATE_OUTPUT","Date of Latest Venous Under 5:","String","LeadModel",""
"LATEST_VENOUS_BLL_UNDER_5_OUTPUT","Latest Venous Result Under 5:","String","LeadModel",""
"LATEST_VENOUS_BLL_UNDER_5_TRUE_FALSE_DISPLAY","This Case Can Be Closed:","String","LeadModel",""
"latitude","","Number","ids_contactpoint",""
"LAWNMOWING_LANDSCAPING","Was the patient involved in lawnmowing or landscaping?","Selection","GeneralModel","LAWNMOWING_LANDSCAPING"
"LEAD_BROCHURE_DATE","Date the lead brochure was provided","Date","LeadModel",""
"LEGACY_CONTACT","Contact","TextArea","GeneralModel",""
"LEGACY_CONTACT","Contact","TextArea","HepModel",""
"LEGACY_EVENT","Event","TextArea","HepModel",""
"LEGACY_EVENT","Event","TextArea","GeneralModel",""
"LEGACY_EVENT_NOTES","Event notes","TextArea","GeneralModel",""
"LEGACY_EVENT_NOTES","Event notes","TextArea","HepModel",""
"LEGACY_FORM_DATA","Form Data","TextArea","HepModel",""
"LEGACY_FORM_DATA","Form Data","TextArea","GeneralModel",""
"LEGACY_ID","Legacy ID","String","HepModel",""
"LEGACY_ID","Legacy ID","String","GeneralModel",""
"LEGACY_LAB","Lab","TextArea","GeneralModel",""
"LEGACY_LAB","Lab","TextArea","HepModel",""
"LEGACY_PHC","PHC","TextArea","HepModel",""
"LEGACY_PHC","PHC","TextArea","GeneralModel",""
"LEGACY_SUBJECT","Subject","TextArea","GeneralModel",""
"LEGACY_SUBJECT","Subject","TextArea","HepModel",""
"LEGACY_SUBJECT_NOTES","Subject notes","TextArea","HepModel",""
"LEGACY_SUBJECT_NOTES","Subject notes","TextArea","GeneralModel",""
"LEGACY_SYSTEM_ID","Legacy source system","String","STDModel",""
"LENGTH_OF_CALL","Length of Call (Minutes)","Number","GeneralModel",""
"LEUKOPENIA","Leukopenia","Selection","GeneralModel","LEUKOPENIA"
"LINKED_MOTHER","Mother's event linked to this event","Selection","STDModel","LINKED_MOTHER"
"LINKED_MOTHER_BIRTH_COUNTRY","Mother's country of birth","String","STDModel",""
"LINKED_MOTHER_BIRTH_DATE","Mother's birth date","String","STDModel",""
"LINKED_MOTHER_CITY","Mother's city","String","STDModel",""
"LINKED_MOTHER_COUNTRY","Mother's country","String","STDModel",""
"LINKED_MOTHER_COUNTY","Mother's county","String","STDModel",""
"LINKED_MOTHER_ETHNICITY","Mother's ethnicity","ReferenceCode","STDModel","YNU"
"LINKED_MOTHER_EVENT_ID","Event ID of linked mother","Case","STDModel",""
"LINKED_MOTHER_FIRST_NAME","Mother's first name","String","STDModel",""
"LINKED_MOTHER_LAST_NAME","Mother's last name","String","STDModel",""
"LINKED_MOTHER_MAIDEN_NAME","Mother's maiden name","String","STDModel",""
"LINKED_MOTHER_MARITAL_STATUS","Mother's marital status","Selection","STDModel","LINKED_MOTHER_MARITAL_STATUS"
"LINKED_MOTHER_MISSING_INFANT_RECORD","If missing infant record","Selection","STDModel","LINKED_MOTHER_MISSING_INFANT_RECORD"
"LINKED_MOTHER_MISSING_RECORD","If missing mother record","ReferenceCode","STDModel","MISSING_RECORD_MOTHER"
"LINKED_MOTHER_NO_LINK","If no, reason for no linkage","ReferenceCode","STDModel","NO_LINKAGE"
"LINKED_MOTHER_RACE","Mother's race","Selection [Multiple]","STDModel","LINKED_MOTHER_RACE"
"LINKED_MOTHER_STATE","Mother's state","String","STDModel",""
"LINKED_MOTHER_STREET_ADDRESS_1","Mother's street address","String","STDModel",""
"LINKED_MOTHER_STREET_ADDRESS_2","Mother's street address 2","String","STDModel",""
"LINKED_MOTHER_TELEPHONE","Mother's telephone","String","STDModel",""
"LINKED_MOTHER_ZIP_CODE","Mother's zip code","String","STDModel",""
"LIVER_INJURY","Liver Injury","Selection","GeneralModel","LIVER_INJURY"
"living_status","","Integer","ids_party",""
"LIVING_WITH_ANOTHER","Is the patient living with another person","ReferenceCode","STDModel","YND"
"LIVING_WITH_ANOTHER_RELATIONSHIP","What is this person's relationship to the OP","ReferenceCode","STDModel","LIVING_WITH"
"LIVING_WITH_ANOTHER_RELATIONSHIP_OTHER_SPECIFY","Specify other relationship","String","STDModel",""
"LIVING_WITH_ANOTHER_WHOM","Who is the patient living with","String","STDModel",""
"LMP_BEFORE_DELIVERY","Lmp Before Delivery","Date","GeneralModel",""
"lock_date","","Date","ids_case",""
"lock_status","","Integer","ids_case",""
"locked_by_id","","id","ids_case",""
"LONG_TERM_CARE_FACILITY_EXPOSURE","Long Term Care Facility Exposure","Selection","GeneralModel","LONG_TERM_CARE_FACILITY_EXPOSURE"
"LONG_TERM_CARE_INCUBATION","Resident of long term care facility","Selection","HepModel","LONG_TERM_CARE_INCUBATION"
"LONG_TERM_HEMODIALYSIS","Received long-term hemodialysis","Selection","STDModel","LONG_TERM_HEMODIALYSIS"
"longitude","","Number","ids_contactpoint",""
"LOST_TO_FOLLOW_UP_REASON_SPECIFY","Specify","String","HepModel",""
"LOST_TO_FOLLOW_UP_REASON_SPECIFY","Specify","String","GeneralModel",""
"LOST_TO_FOLLOWUP","Interview lost to follow-up","Selection","GeneralModel","LOST_TO_FOLLOWUP"
"LOST_TO_FOLLOWUP","Interview lost to follow-up","Selection","HepModel","LOST_TO_FOLLOWUP"
"LOST_TO_FOLLOWUP_REASON","Lost-to-follow-up reason","Selection","HepModel","LOST_TO_FOLLOWUP_REASON"
"LOST_TO_FOLLOWUP_REASON","Lost-to-follow-up reason","Selection","GeneralModel","LOST_TO_FOLLOWUP_REASON"
"LOW_PLATELETS","Low platelets/coagulopathy","Selection","GeneralModel","LOW_PLATELETS"
"LOW_PLATELETS_COUNT","Lowest platelet count","String","GeneralModel",""
"LTC_APPOINTMENT_1_PROVIDER_ACTION","What action did provider attempt to schedule second appointment?","Selection [Multiple]","STDModel","LTC_APPOINTMENT_1_PROVIDER_ACTION"
"LTC_APPOINTMENT_2_PROVIDER_ACTION","What action did provider attempt to schedule third appointment?","Selection [Multiple]","STDModel","LTC_APPOINTMENT_2_PROVIDER_ACTION"
"LTC_APPOINTMENT_3_PROVIDER_ACTION","What action did provider attempt to schedule fourth appointment?","Selection [Multiple]","STDModel","LTC_APPOINTMENT_3_PROVIDER_ACTION"
"LTC_APPOINTMENT_4_PROVIDER_ACTION","What action did provider attempt to schedule fifth appointment?","Selection [Multiple]","STDModel","LTC_APPOINTMENT_4_PROVIDER_ACTION"
"LTC_APPOINTMENT_5_PROVIDER_ACTION","What action did provider attempt to schedule additional appointment(s)?","Selection [Multiple]","STDModel","LTC_APPOINTMENT_5_PROVIDER_ACTION"
